ItemNumber,Category1Id,Category1Name,Category2Id,Category2Name,Title,BrandId,BrandName,CopyDescription,CopyNotes,CopyBullet1,CopyBullet2,CopyBullet3,PrimarySmallImage,PrimaryLargeImage,AdditionalImage1Small,AdditionalImage1Large,Quantity,RetailPrice,SalePrice,Number,
162269341,1,Camping ,6,Tents,Star Dome,2,StarTent,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,78,618.35,618.35,0.2693406,269341
162112081,1,Camping ,6,Tents,Star Gazer 2,2,StarTent,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,201,553.3,553.3,0.1120810,112081
16231461,1,Camping ,6,Tents,Star Gazer 3,2,StarTent,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,125,706.94,706.94,0.0314607,31461
162773726,1,Camping ,6,Tents,Star Peg,2,StarTent,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,380,1.96,1.96,0.7737257,773726
173457372,1,Camping ,7,Sleeping Bags,Hibernator Lite,3,Hibernator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,226,85.59,85.59,0.4573725,457372
17355870,1,Camping ,7,Sleeping Bags,Hibernator,3,Hibernator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,294,139.49,139.49,0.0558698,55870
173216204,1,Camping ,7,Sleeping Bags,Hibernator Extreme,3,Hibernator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,283,254.06,254.06,0.2162036,216204
173370685,1,Camping ,7,Sleeping Bags,Hibernator Pad,3,Hibernator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,367,29.15,29.15,0.3706848,370685
173248074,1,Camping ,7,Sleeping Bags,Hibernator Pillow,3,Hibernator,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,296,17.3,17.3,0.2480736,248074
184201039,1,Camping ,8,Packs,Canyon Mule Climber Backpack,4,Canyon Mule,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,443,73.3,73.3,0.2010393,201039
184863125,1,Camping ,8,Packs,Canyon Mule Weekender Backpack,4,Canyon Mule,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,62,271.6,271.6,0.8631250,863125
184300733,1,Camping ,8,Packs,Canyon Mule Journey Backpack,4,Canyon Mule,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,163,352.32,352.32,0.3007334,300733
18412654,1,Camping ,8,Packs,Canyon Mule Extreme Backpack,4,Canyon Mule,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,175,443.76,443.76,0.0126542,12654
184362201,1,Camping ,8,Packs,Canyon Mule Cooler,4,Canyon Mule,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,308,30.64,30.64,0.3622006,362201
184845679,1,Camping ,8,Packs,Canyon Mule Carryall,4,Canyon Mule,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,173,69.83,69.83,0.8456792,845679
195242243,1,Camping ,9,Lanterns,Firefly Lite,5,Firefly,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,396,14.47,14.47,0.2422433,242243
195641348,1,Camping ,9,Lanterns,Firefly Mapreader,5,Firefly,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,260,15.48,15.48,0.6413480,641348
195409039,1,Camping ,9,Lanterns,Firefly 2,5,Firefly,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Maecenas diam nisi, gravida eu posuere vitae, congue nec metus. Nam ac pretium dolor. Donec rhoncus elit sed nibh pulvinar, ut mattis purus molestie. Pellentesque in magna iaculis tortor eleifend consequat. Maecenas ornare diam sit amet turpis sodales, vel viverra felis tempus. Cras tempor eget lorem auctor tempus. Cras consectetur ut lorem in dignissim. Nam pulvinar dolor diam. Curabitur vitae sapien eget purus egestas convallis ac ac risus. Nunc sapien ligula, imperdiet vitae leo in, consectetur vulputate libero. Donec tincidunt ullamcorper diam, quis ultricies urna rhoncus eu. Cras sit amet suscipit diam. Duis ac dolor vitae nisl faucibus viverra sed consectetur orci. Donec pellentesque fringilla elementum. Curabitur vitae turpis vitae sem porta tempor a non lectus.","Suspendisse potenti. Phasellus sed tellus iaculis, imperdiet leo sit amet, vulputate ex. Sed porttitor eget lorem ut semper. Vivamus commodo urna volutpat, posuere magna quis, placerat nulla. Ut in dictum lorem, et cursus dui. Aliquam hendrerit odio vitae nisl volutpat convallis. Fusce iaculis dictum diam, et auctor turpis porta ultrices.","Vestibulum mi turpis, faucibus sit amet ex in, dapibus vehicula erat.","Fusce condimentum massa massa, ut blandit enim dapibus vel.�","Aliquam quis felis posuere, dapibus dui ut, aliquet tellus.",https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,https://via.placeholder.com/150x150,https://via.placeholder.com/450x450,98,26.82,26.82,0.4090385,409039
